article_id,title,authors
1516772,Analytical simulation modeling,Lee Schruben
1516774,The mathematics of continuous-variable simulation optimization,Sujin Kim;Shane G. Henderson
1516776,Incorporating information networks into military simulations,Darryl K. Ahner;Jonathon K. Alt;Francisco Baez;John Jackson;Susan M. Sanchez;Thorsten Seitz
1516778,Revenue management: models and methods,Kalyan T. Talluri;Garrett J. van Ryzin;Itir Z. Karaesmen;Gustavo J. Vulcano
1516780,Verification and validation of simulation models,Robert G. Sargent
1516782,Approximate zero-variance simulation,Pierre L'Ecuyer;Bruno Tuffin
1516784,Inside discrete-event simulation software: how it works and why it matters,Thomas J. Schriber;Daniel T. Brunner
1516786,Guidelines for commercial off-the-shelf simulation package interoperability,Simon J. E. Taylor;Stephen J. Turner;Steffen Strassburger
1516788,Approximate dynamic programming: lessons from the field,Warren B. Powell
1516790,ExtendSim 7,David Krahl
1516792,PLCStudio: simulation based PLC code verification,Sang C. Park;Chang Mok Park;Gi-Nam Wang;Jongeun Kwak;Sungjoo Yeo
1516794,Introduction to Simio,C. Dennis Pegden
1516796,Empowering decision support with simulation technology: scenario navigator,E. C. Valentin;R. A. Bijlsma;V. de Gast
1516798,Comparing two systems: beyond common random numbers,Samuel M. T. Ehrlichman;Shane G. Henderson
1516799,Run-length variability of two-stage multiple comparisons with the best for steady-state simulations and its implications for choosing first-stage run lengths,Marvin K. Nakayama
1516800,Comparison of Bayesian priors for highly reliable limit models,"Roy R. Creasey, Jr.;K. Preston White, Jr.;Linda B. Wright;Cheryl F. Davis"
1516802,A preliminary study of optimal splitting for rare-event simulation,John F. Shortle;Chun-Hung Chen
1516803,A new perspective on feasibility determination,Roberto Szechtman;Enver Yücesan
1516804,Restricted subset selection,E. Jack Chen
1516806,An efficient ranking and selection procedure for a linear transient mean performance measure,Douglas J. Morrice;Mark W. Brantley;Chun-Hung Chen
1516807,Update on economic approach to simulation selection problems,Stephen E. Chick;Noah Gans
1516808,The knowledge-gradient stopping rule for ranking and selection,Peter Frazier;Warren B. Powell
1516810,Monotonicity and stratification,Gang Zhao;Pirooz Vakili
1516811,Control variate technique: a constructive approach,Tarik Borogovac;Pirooz Vakili
1516812,Efficient simulation for tail probabilities of Gaussian random fields,Robert J. Adler;Jose Blanchet;Jingchen Liu
1516814,Functional data analysis for non homogeneous Poisson processes,Martín Gastón;Teresa León;Fermín Mallor
1516815,Reliable simulation with input uncertainties using an interval-based approach,Ola Ghazi Batarseh;Yan Wang
1516816,Smooth flexible models of nonhomogeneous poisson processes using one or more process realizations,Michael E. Kuhl;Shalaka C. Deo;James R. Wilson
1516818,Stochastic kriging for simulation metamodeling,Bruce Ankenman;Barry L. Nelson;Jeremy Staum
1516819,Selecting the best linear simulation metamodel,Russell Cheng
1516820,"Data enhancement, smoothing, reconstruction and optimization by kriging interpolation",Hasan Gunes;Hakki Ergun Cekli;Ulrich Rist
1516822,Skart: a skewness-and autoregression-adjusted batch-means procedure for simulation analysis,Ali Tafazzoli;James R. Wilson;Emily K. Lada;Natalie M. Steiger
1516823,A large deviations view of asymptotic efficiency for simulation estimators,Peter W. Glynn;Sandeep Juneja
1516824,Displaying statistical point estimators: the leading-digit procedure,Wheyming T. Song;Bruce W. Schmeiser
1516826,The more plot: displaying measures of risk & error from simulation output,Barry L. Nelson
1516827,A distribution-free tabular CUSUM chart for correlated data with automated variance estimation,Joongsup Jay Lee;Christos Alexopoulos;David Goldsman;Seong-Hee Kim;Kwok-Leung Tsui;James R. Wilson
1516828,Implementable mse-optimal dynamic partial-overlapping batch means estimators for steady-state simulations,Wheyming Tina Song;Mingchang Chih
1516830,Simulation of a Lévy process by PCA sampling to reduce the effective dimension,Pierre L'Ecuyer;Jean-Sébastien Parent-Chartier;Maxime Dion
1516831,Fast simulation of equity-linked life insurance contracts with a surrender option,Carole Bernard;Christiane Lemieux
1516832,On the approximation error in high dimensional model representation,Xiaoqun Wang
1516834,Comparing designs for computer simulation experiments,Rachel T. Johnson;Douglas C. Montgomery;Bradley Jones;John W. Fowler
1516835,Using simulation early in the design of a fuel injector production line,Mustafa H. Tongarlak;Bruce Ankenman;Barry L. Nelson;Laurent Borne;Kyle Wolfe
1516836,Design of experiments: overview,Jack P. C. Kleijnen
1516838,Large deviations perspective on ordinal optimization of heavy-tailed systems,Jose Blanchet;Jingchen Liu;Bert Zwart
1516839,Mathematical programming representations for state-dependent queues,Wai Kin Victor Chan;Lee W. Schruben
1516840,Discrete stochastic optimization using linear interpolation,Honggang Wang;Bruce W. Schmeiser
1516976,The improvement of deformations and charateristics of HGA during clamping using finite element analysis,Thoatsanope Kamnerdtong;Surachate Chutima;Jukkraphun Parirukvijit
1516978,Randomized methods for solving the winner determination problem in combinatorial auctions,Joshua C. C. Chan;Dirk P. Kroese
1516979,Simulation down under,Matthew Pepper;Trevor Spedding
1516981,Simulation and experimental design applied to sizing supermarket cashiers in Colombia,Jorge A. Alvarado;Luis M. Pulido
1516982,"Simulation and optimization in a health center in Medellin, Colombia",Karol Pérez;Laura Cardona;Sebastián Gómez;Tomás Olarte;Paula Escudero
1516983,Modeling and development of an ARENA® interface for Petri Nets: a case study in a Colombian cosmetics company,Gonzalo Mejía;Diego Martínez;Fidel Torres
1516984,Simulation-optimization using a reinforcement learning approach,Carlos D. Paternina-Arboleda;Jairo R. Montoya-Torres;Aldo Fábregas-Ariza
1516986,Multi-resolution spatial simulation for molecular crowding,Matthias Jeschke;Adelinde M. Uhrmacher
1516987,Simulation optimization with mathematical programming representation of discrete event systems,Andrea Matta
1516988,Supportive role of the simulation in the process of ship engine crankcase production process of reengineering (case study),Pawel Pawlewski;Paulina Golinska;Marek Fertsch;Jesus A. Trujillo;Zbigniew J. Pasek
1516990,Upgrade of a full-scope simulator for fossil-fuel power plants,José Tavira-Mondragón;José Melgar-García;Jorge García-García;Rafael Cruz-Cruz
1516991,Mexican public hospitals: a model for improving emergency room waiting times,Rodolfo Medina;Antonio Vazquez;Hector A. Juarez;Ricardo A. Gonzalez
1516993,De 2 m: a solution for analyzing supply chain,María de los Milagros Gutiérrez;Horacio P. Leone
1516994,Criminal cycles in the illegal drug industry: a system dynamics approach applied to Colombia,Sebastián Jaén;Isaac Dyner
1516995,Modeling the cost of poor quality,Claudia Barbará;Edmundo Eutrópio C. de Souza;Rosangela Catunda
1516997,Data farming around the world overview,Gary E. Horne;Klaus-Peter Schwierz
1516998,Data farming in Singapore: a brief history,C. S. Choo;E. C. Ng;Dave Ang;C. L. Chua
1516999,Automated red teaming: an objective-based data farming approach for red teaming,C. L. Chua;Cpt W. C. Sim;C. S. Choo;Victor Tay
1517001,A simulation study of interventions to reduce appointment lead-time and patient no-show rate,Ronald E. Giachetti
1517002,Applicability of hybrid simulation to different modes of governance in UK healthcare,Kirandeep Chahal;Tillal Eldabi
1517003,System dynamics: what's in it for healthcare simulation modelers,Sally C. Brailsford
1517005,DGHPSim: supporting smart thinking to improve hospital performance,M. M. Günal;M. Pidd
1517006,Simulation-based verification of Lean improvement for emergency room process,Nancy Khurma;Gheorghe M. Bacioiu;Zbigniew J. Pasek
1517007,Optimizing staffing schedule in light of patient satisfaction for the whole outpatient hospital ward,Soemon Takakuwa;Athula Wijewickrama
1517009,Modelling patient arrivals when simulating an accident and emergency unit,Le Yin Meng;Trevor Spedding
1517010,Reducing emergency department overcrowding: five patient buffer concepts in comparison,Erik M. W. Kolb;Sebastian Schoening;Jordan Peck;Taesik Lee
1517011,Improving patient flow in a hospital emergency department,D. J. Medeiros;Eric Swenson;Christopher DeFlitch
1517013,A simulation-based approach for inventory modeling of perishable pharmaceuticals,Ana R. Vila-Parrish;Julie Simmons Ivy;Russell E. King
1517014,Simulation based decision-making for hospital pharmacy management,Alkin Yurtkuran;Erdal Emel
1517015,Using simulation in the implementation of an outpatient procedure center,Todd R. Huschka;Bradly J Narr;Brian T. Denton;Adam C. Thompson
1517017,A simulation study on the impact of physician starting time in a physical examination service,Wheyming T. Song;Aaron E. Bair;Mingchang Chih
1517018,Outpatient appointment scheduling in a multi facility system,Athula Wijewickrama;Soemon Takakuwa
1517019,A simulator to improve waiting times at a medical imaging center,Francisco J. Ramis;Felipe Baesler;Edgar Berho;Liliana Neriz;Jose A. Sepulveda
1517021,Infectious disease control policy: a role for simulation,Margaret L. Brandeau
1517022,Parallel simulation of the global epidemiology of Avian influenza,Dhananjai M. Rao;Alexander Chernyakhovsky
1517023,Pandemic influenza response,Ali Ekici;Pinar Keskinocak;Julie L. Swann
1517025,Heuristics for balancing operating room and post-anesthesia resources under uncertainty,Jill H. Iser;Brian T. Denton;Russell E. King
1517026,Applying computer simulation to increase the surgical center occupation rate at a university hospital in Curitiba - Brazil,Roberto Max Protil;Joelson Ricardo Stroparo;Gerson Linck Bichinho
1517027,Maximizing the utilization of operating rooms with stochastic times using simulation,Jean-Paul M. Arnaout;Sevag Kulbashian
1517029,How much is a health insurer willing to pay for colorectal cancer screening tests?,Reza Yaesoubi;Stephen D. Roberts
1517030,Discrete event simulation: optimizing patient flow and redesign in a replacement facility,Marshall Ashby;David Ferrin;Martin Miller;Niloo Shahi
1517031,Allocating outpatient clinic services using simulation and linear programming,Martin J. Miller;David M. Ferrin;Niloo Shahi;Rich LaVecchia
1517033,Nonlinear process modeling and optimization based on multiway kernel partial least squares model,Liqing Di;Zhihua Xiong;Xianhui Yang
1517034,Speeding up call center simulation and optimization by Markov chain uniformization,Eric Buist;Wyean Chan;Pierre L'Ecuyer
1517035,"A new policy for the service request assignment problem with multiple severity level, due date and SLA penalty service requests",Anshul Sheopuri;Sai Zeng;Chitra Dorai
1517037,Industrial enterprises business processes simulation with BPsim.MAS,Konstantin A. Aksyonov;Eugene A. Bykov;Elena F. Smoliy;Alexey A. Khrenov
1517038,Business process based simulation: a powerful tool for demand analysis of business process reengineering and information system implementation,Linlin Cui;Yueting Chai;Yi Liu
1517039,Simulation of process execution monitoring and adjustment schemes,Russell R. Barton;Jun Shu
1517041,Towards a flexible business process modeling and simulation environment,Changrui Ren;Wei Wang;Jin Dong;Hongwei Ding;Bing Shao;Qinhua Wang
1517042,Simulation modeling and analysis for in-store merchandizing of retail stores with enhanced information technology,Kanna Miwa;Soemon Takakuwa
1517043,Simulation based sales forecasting on retail small stores,Hai Rong Lv;Xin Xin Bai;Wen Jun Yin;Jin Dong
1517045,A new procedure model for verification and validation in production and logistics simulation,Markus Rabe;Sven Spieckermann;Sigrid Wenzel
1517046,A methodology for input data management in discrete event simulation projects,Anders Skoogh;Björn Johansson
1517047,A discrete event simulation model for reliability modeling of a chemical plant,Bikram Sharda;Scott J. Bury
1517049,A new method for bottleneck detection,Sankar Sengupta;Kanchan Das;Robert P. VanTil
1517050,Metodology for selecting the best suitable bottleneck detection method,Eliseu Lima;Leonardo Chwif;Marcos Ribeiro Pereira Barreto
1517051,Mixed model assembly line balancing problem with fuzzy operation times and drifting operations,Weida Xu;Tianyuan Xiao
1517053,Automating the development of shipyard manufacturing models,Gabriel A. Burnett;D. J. Medeiros;Daniel A. Finke;Mark T. Traband
1517054,Advanced modeling of networked print production by use of XML-based job definition and job messaging communication,Wolfgang Kuehn
1517055,Representing layout information in the CMSD specification,Frank Riddick;Y. Tina Lee
1517057,Emulation in manufacturing engineering processes,Hironori Hibino;Yoshiro Fukuda
1517058,"Architecture for modeling, simulation, and execution of PLC based manufacturing system",Devinder Thapa;C. M. Park;Kwan Hee Han;S. C. Park;Gi-Nam Wang
1517059,Offline commissioning of a PLC-based control system using ARENA,Jeffery S. Smith;Younchol Cho
1517061,Optimized maintenance design for manufacturing performance improvement using simulation,Ahad Ali;Xiaohui Chen;Ziming Yang;Jay Lee;Jun Ni
1517062,Simulation and mathematical programming for a multi-objective configuration problem in a hybrid flow shop,Pierpaolo Caricato;Antonio Grieco;Francesco Nucci
1517063,A comparative study of genetic algorithm components in simulation-based optimisation,Birkan Can;Andreas Beham;Cathal Heavey
1517065,Applying a simulation-based tool to productivity management in an automotive-parts industry,Adrián Aguirre;Enrique Müller;Sebastián Seffino;Carlos A. Méndez
1517066,Emergence of simulations for manufacturing line designs in Japanese automobile manufacturing plants,Minh Dang Nguyen;Soemon Takakuwa
1517067,Simulation based evaluation of the workload control concept for a company of the automobile industry,Patrick Kirchhof;Nicolas Meseth;Thomas Witte
1517069,A proposal for coordinator control recipe in a batch process,José Francisco Briones de la Torre;Antonio Espuña Camarasa;Luis Puigjaner i Corbella
1517070,Clarifying CONWIP versus push system behavior using simulation,S. T. Enns;Paul Rogers
1517071,Tradeoffs in building a generic supply chain simulation capability,Sanjay Jain
1517073,A simulation based system for analysis and design of production control systems,Corinne MacDonald;Eldon Gunn
1517074,The use of simulation for process improvement in metal industry: case HT-Lasertekniikka,Toni Ruohonen;Mikko Kamppila;Antti Jokitalo
1517075,Iterative use of simulation and scheduling methodologies to improve productivity,Karthik Krishna Vasudevan;Ravi Lote;Edward J. Williams;Onur Ülgen
1517077,Using simulation with design for six sigma in a server manufacturing environment,Sreekanth Ramakrishnan;Pei-Fang Tsai;Christiana M. Drayer;Krishnaswami Srihari
1517078,Simplification and aggregation strategies applied for factory analysis in conceptual phase using simulation,Matías Urenda Moris;Amos H. C. Ng;Jacob Svensson
1517079,Simulation-based sustainable manufacturing system design,Juhani Heilala;Saija Vatanen;Hannele Tonteri;Jari Montonen;Salla Lind;Björn Johansson;Johan Stahre
1517081,A generic framework for real-time discrete event simulation (DES) modelling,Siamak Tavakoli;Alireza Mousavi;Alexander Komashie
1517082,Application of Fuzzy-MRP-II in fast moving consumer goods manufacturing industry,Jiping Niu;John Dartnall
1517083,Integrated dynamic and simulation model on coupled closed-loop workstation capacity controls in a multi-workstation production system,Tao Wu;Leyuan Shi;Benjamin Quirt;N. A. Duffie
1517085,Knowledge-based event control for flow-shops using simulation and rules,Mark Aufenanger;Wilhelm Dangelmaier;Christoph Laroque;Nando Rüngener
1517086,Embedding human scheduling in a steel plant simulation,David Briggs
1517087,Linking ergonomics simulation to production process development,Salla Lind;Boris Krassi;Juhani Viitaniemi;Sauli Kiviranta;Juhani Heilala;Cecilia Berlin
1517089,Optimizing inspection strategies for multi-stage manufacturing processes using simulation optimization,Vahid Sarhangian;Abolfazl Vaghefi;Hamidreza Eskandari;Mostafa K. Ardakani
1517090,Practical approach to experimentation in a simulation study,Benny Tjahjono;Raúl Fernández
1517091,A simulation based optimization algorithm for slack reduction and workforce scheduling,Daniel Noack;Oliver Rose
1517093,Simulation optimization applied to injection molding,María G. Villarreal;Rachmat Mulyana;José M. Castro;Mauricio Cabrera-Ríos
1517094,Simulation optimization for industrial scheduling using hybrid genetic representation,Marcus Andersson;Amos H. C. Ng;Henrik Grimm
1517095,Aggregated 3D-visualization of a distributed simulation experiment of a queuing system,Wilhelm Dangelmaier;Matthias Fischer;Daniel Huber;Christoph Laroque;Tim Süß
1517097,A full-factory simulator as a daily decision-support tool for 300mm wafer fabrication productivity,Sugato Bagchi;Ching-Hua Chen-Ritzo;Sameer T. Shikalgar;Michael Toner
1517098,Coping with typical unpredictable incidents in a logic fab,Wolfgang Scholl
1517099,Experimental study on variations of WIPLOAD control in semiconductor wafer fabricaiton environment,Appa Iyer Sivakumar;Chao Qi;Andy Darwin Kasan Hidayat
1517101,Simulations-based and solver-based optimization approaches for batch processes in semiconductor manufacturing,Andreas Klemmt;Sven Horn;Gerald Weigert;Thomas Hielscher
1517102,Bee colony optimization algorithm with big valley landscape exploitation for job shop scheduling problems,Li-Pei Wong;Chi Yung Puan;Malcolm Yoke Hean Low;Chin Soon Chong
1517103,Impact of qualification management on scheduling in semiconductor manufacturing,Carl Johnzén;Philippe Vialletelle;Stéphane Dauzère-Pérès;Claude Yugma;Alexandre Derreumaux
1517105,A queueing network based system to model capacity and cycle time for semiconductor fabrication,Horst Zisgen;Ingo Meents;Benjamin R. Wheeler;Thomas Hanschke
1517106,Characterizing the departure process from a two server Markovian queue: a non-renewal approach,Guy L. Curry;Natarajan Gautam
1517107,Queueing models for single machine manufacturing systems with interruptions,Kan Wu;Leon F. McGinnis;Bert Zwart
1517109,Modeling and analysis of semiconductor manufacturing in a shrinking world: challenges and successes,Chen-Fu Chien;Stéphane Dauzère-Pérès;Hans Ehm;John W. Fowler;Zhibin Jiang;Shekar Krishnaswamy;Lars Mönch;Reha Uzsoy
1516842,Max-min optimality of service rates in queueing systems with customer-average performance criterion,Li Xia;Ming Xie;Wenjun Yin;Jin Dong
1516843,Evaluating the transient behavior of queueing systems via simulation and transfer function modeling,Jingang Liu;Feng Yang
1516844,"On step sizes, stochastic shortest paths, and survival probabilities in reinforcement learning",Abhijit Gosavi
1516846,Automating warm-up length estimation,Kathryn Hoad;Stewart Robinson;Ruth Davies
1516847,Stationarity tests and MSER-5: exploring the intuition behind mean-squared-error-reduction in detecting and correcting initialization bias,"William W. Franklin;K. Preston White, Jr."
1516848,Using slithers of simulation in a new approach for intelligent initialization of non-terminating systems,Philip G. Brabazon
1516850,Monte Carlo simulation of diffusions,Peter W. Glynn
1516852,Simulating point processes by intensity projection,Kay Giesecke;Hossein Kakavand;Mohammad Mousavi
1516853,Beta approximations for bridge sampling,Paul Glasserman;Kyoung-Kuk Kim
1516854,Connecting the top-down to the bottom-up: pricing CDO under a conditional survival (CS) model,Xian Hua Peng;Steven S. G. Kou
1516856,Reducing the variance of likelihood ratio greeks in Monte Carlo,Luca Capriotti
1516857,Revisit of stochastic mesh method for pricing American options,Guangwu Liu;L. Jeff Hong
1516858,Valuation of variable annuity contracts with cliquet options in Asia markets,Ming-hua Hsieh
1516860,Efficient tail estimation for sums of correlated lognormals,Jose Blanchet;Sandeep Juneja;Leonardo Rojas-Nandayapa
1516861,A rate result for simulation optimization with conditional value-at-risk constraints,Soumyadip Ghosh
1516862,Optimizing portfolio tail measures: asymptotics and efficient simulation optimization,Sandeep Juneja
1516864,Response surface methodology for simulating hedging and trading strategies,R. Evren Baysal;Barry L. Nelson;Jeremy Staum
1516865,Supply chain risks analysis by using jump-diffusion model,Xianzhe Chen;Jun Zhang
1516866,A particle filtering framework for randomized optimization algorithms,Enlu Zhou;Michael C. Fu;Steven I. Marcus
1516868,How to build better models: applying agile techniques to simulation,James T. Sawyer;David M. Brann
1516869,High performance spreadsheet simulation on a desktop grid,Juta Pichitlamken;Supasit Kajkamhaeng;Putchong Uthayopas
1516870,Prelude to the panel on what makes good research in modeling & simulation,Levent Yilmaz;Jeffrey Smith
1516872,Sustaining the growth and vitality of the M&S discipline,Levent Yilmaz;Paul Davis;Paul A. Fishwick;Xiaolin Hu;John A. Miller;Maria Hybinette;Tuncer I. Ören;Paul Reynolds;Hessam Sarjoughian;Andreas Tolk
1516873,"Assessing the quality, success, and utility of M&S research","Jeffrey S. Smith;John A. Drew Hamilton, Jr.;Richard E. Nance;Barry L. Nelson;George F. Riley;Lee W. Schruben"
1516875,An approach for the effective utilization of GP-GPUs in parallel combined simulation,"David W. Bauer, Jr.;Matthew McMahon;Ernest H. Page"
1516876,A Pi-calculus formalism for discrete event simulation,Jianrui Wang;Richard A. Wysk
1516877,Applying causal inference to understand emergent behavior,"Ross Gore;Paul F. Reynolds, Jr."
1516879,Lean engineering for planning systems redesign: staff participation by simulation,Durk-Jouke van der Zee;Arnout Pool;Jakob Wijngaard
1516880,The improved sweep metaheuristic for simulation optimization and application to job shop scheduling,George Jiri Mejtsky
1516881,Discrete rate simulation using linear programming,Cecile Damiron;Anthony Nastasi
1516883,Preventive what-if analysis in symbiotic simulation,Heiko Aydt;Stephen John Turner;Wentong Cai;Malcolm Yoke Hean Low;Peter Lendermann;Boon Ping Gan;Rassul Ayani
1516884,Concurrent simulation and optimization models for mining planning,"Marcelo Moretti Fioroni;Luiz Augusto G. Franzese;Tales Jefferson Bianchi;Luiz Ezawa;Luiz Ricardo Pinto;Gilberto de Miranda, Jr."
1516885,A modeling-based classification algorithm validated with simulated data,Karen Hovsepian;Peter Anselmo;Subhasish Mazumdar
1516887,Future trends in distributed simulation and distributed virtual environments: results of a peer study,Steffen Strassburger;Thomas Schulze;Richard Fujimoto
1516888,Simulating culture: an experiment using a multi-user virtual environment,Paul A. Fishwick;Julie Henderson;Elinore Fresh;Franz Futterknecht;Benjamin D. Hamilton
1516889,A fast hybrid time-synchronous/event approach to parallel discrete event simulation of queuing networks,Hyungwook Park;Paul A. Fishwick
1516891,Simulation of stochastic hybrid systems with switching and reflecting boundaries,Derek Riley;Xenofon Koutsoukos;Kasandra Riley
1516892,Vesicle-synapsin interactions modeled with Cell-DEVS,Rhys Goldstein;Gabriel Wainer;James J. Cheetham;Roderick S. Bain
1516893,Establishing the credibility of a biotech simulation model,Lenrick Johnston;Lee Schruben;Arden Yang;David Zhang
1516895,A flexible and scalable experimentation layer,Jan Himmelspach;Roland Ewald;Adelinde M. Uhrmacher
1516896,A plug-in-based architecture for random number generation in simulation systems,Roland Ewald;Johannes Rössel;Jan Himmelspach;Adelinde M. Uhrmacher
1516897,A simulation framework for service-oriented computing systems,Hessam Sarjoughian;Sungung Kim;Muthukumar Ramaswamy;Stephen Yau
1516899,Transparent and adaptive computation-block caching for agent-based simulation on a PDES core,Yin Xiong;Maria Hybinette;Eileen Kraemer
1516900,Using agent technology to move from intention-based to effect-based models,Andreas Tolk;Robert J. Bowen;Patrick T. Hester
1516901,An analysis of emerging behaviors in large-scale queueing-based service systems using agent-based simulation,Wai Kin Victor Chan
1516903,Mental simulation for creating realistic behavior in physical security systems simulation,Volkan Ustun;Jeffrey S. Smith
1516904,Integrated human decision making model under belief-desire-intention framework for crowd simulation,Seungho Lee;Young-Jun Son
1516905,Introducing age-based parameters into simulations of crowd dymanics,D. J. Kaup;Thomas L. Clarke;Rex Oleson;Linda Malone;Florian G. Jentsch
1516907,A simplified modeling approach for human system interaction,Torbjörn P. E. Ilar
1516908,MMOHILS: a simpler approach to valid agents in human simulation studies,Seth N. Hetu;Gary Tan
1516909,Modelling and simulation of team effectiveness emerged from member-task interaction,Shengping Dong;Bin Hu;Jiang Wu
1516911,Design guidelines for simulation building blocks,Alexander Verbraeck;Edwin C. Valentin
1516912,Extending DEVS to support multiple occurrence in component-based simulation,Olivier Dalle;Bernard P. Zeigler;Gabriel A. Wainer
1516913,Definition and analysis of composition structures for discrete-event models,Mathias Röhl;Adelinde M. Uhrmacher
1516915,Conceptual modelling: knowledge acquisition and model abstraction,Kathy Kotiadis;Stewart Robinson
1516916,Accomplishing reuse with a simulation conceptual model,Osman Balci;James D. Arthur;Richard E. Nance
1516917,Mathematical models towards self-organizing formal federation languages based on conceptual models of information exchange capabilities,Andreas Tolk;Saikou Y Diallo;Charles D Turnitsa
1516919,Conceptual simulation modeling: the structure of domain specific simulation environment,Kitti Setavoraphan;Floyd H. Grant
1516920,Combined use of modeling techniques for the development of the conceptual model in simulation projects,José Arnaldo Barra Montevechi;Rafael Florêncio da Silva Costa;Fabiano Leal;Alexandre Ferreira de Pinho;Fernando Augusto Silva Marins;Fábio Ferreira Marins;José Tadeu de Jesus
1516921,Experience in the broadening of a single-purpose simulation model,Reid Kress;Pete Bereolos;Karen Bills;James Clinton;Jack Dixon;Phil Dunn;Julie Moore;Rob Wilson
1516923,Distributed multi-layered workload synthesis for testing stream processing systems,Eric Bouillet;Parijat Dube;David George;Zhen Liu;Dimitrios Pendarakis;Li Zhang
1516924,A methodology for unit testing actors in proprietary discrete event based simulations,Mark E. Coyne;Scott R. Graham;Kenneth M. Hopkinson;Stuart H. Kurkowski
1516925,Measuring the effectiveness of the s-metric to produce better network models,Isabel Beichl;Brian Cloteaux
1516927,An application of parallel Monte Carlo modeling for real-time disease surveillance,"David W. Bauer, Jr.;Mojdeh Mohtashemi"
1516928,Partial-modular DEVS for improving performance of cellular space wildfire spread simulation,Yi Sun;Xiaolin Hu
1516929,Parallel discrete-event simulation of population dynamics,Bhakti Satyabudhi Stephan Onggo
1516931,Deferred vs. immediate modification of simulation state in a parallel discrete event simulator using threaded worker pools,David W. Mutschler
1516932,Dynamic entity distribution in parallel discrete event simulation,Michael Slavik;Imad Mahgoub;Ahmed Badi
1516933,Quantitative assessment of an agent-based simulation on a time warp executive,George Vulov;Tianhao He;Maria Hybinette
1516935,Supporting simulation in industry through the application of grid computing,Navonil Mustafee;Simon J E Taylor
1516936,Management of HLA-based distributed legacy SLX-models,Michael Raab;Thomas Schulze;Steffen Strassburger
1516937,"Distributed simulation in industry -- a survey, part 3 -- the HLA standard in industry",Csaba A. Boer;Arie de Bruin;Alexander Verbraeck
1516939,Predictive-conservative synchronization for commercial simulation package interoperability,Yuanxi Liang;Stephen John Turner;Boon Ping Gan
1516940,Improving performance by replicating simulations with alternative synchronization approaches,Zengxiang Li;Wentong Cai;Stephen John Turner;Ke Pan
1516941,Federated simulations for systems of systems integration,Robert Kewley;James Cook;Niki Goerger;Dale Henderson;Edward Teague
1516943,"Design and implementation of an XML-based, technology-unified data pipeline for interactive simulation",François Rioux;François Bernier;Denis Laurendeau
1516944,Service-oriented-architecture based framework for multi-user virtual environments,Xiaoyu Zhang;Denis Gra&ccirc anin
1516945,Knowledge representation and the dimensions of a multi-model relationship,Charles Turnitsa;Andreas Tolk
1516947,Modeling and simulation of multinational intra-theatre logistics distribution,Ahmed Ghanmi;Gregory B. Campbell;Thomas A. Gibbons
1516948,A discrete event simulation model for examining future sustainability of canadian forces operations,Patricia Moorhead;Andrew Wind;Mira Halbrohr
1516949,Application of simulation modeling for air force enterprise IT transformation initiatives,Lisa M. Fitzgerald;Tiffany J. Harper
1516951,Feasibility study for replacing the MK19 automatic grenade launching system,Kyle Hurst;Nathan Klein;Mario Feliciano;Steven Warner;Scott Crino
1516952,On the availability of the CH149 Cormorant fleet,Raman Pall
1516953,Automating the constraining process,Joel J. Luna
1516955,Creating and using non-kinetic effects: training joint forces for asymmetric operations,Hugh Henry;Robert G. Chamberlain
1516956,Linear modeling and simulation of low-voltage electric system for single-point vulnerability assessment of military installation,Edgar C. Portante;Thomas N. Taxon;James A. Kavicky;Tarek Abdallah;Timothy K. Perkins
1516957,Research and analysis of simulation-based networks through multi-objective visualization,J. Mark Belue;Stuart H. Kurkowski;Scott R. Graham;Kenneth M. Hopkinson;Ryan W. Thomas;Joshua W. Abernathy
1516959,Modeling and simulation of integrated intelligent systems,Yongchang Li;Michael Balchanos;Bassem Nairouz;Neil Weston;Dimitri Mavris
1516960,A design of experiments approach to military deployment planning problem,Ugur Z. Yildirim;?hsan Sabuncuoglu;Barbaros Tansel;Ahmet Balcioglu
1516961,C-5 isochronal inspection process modeling,Alan W. Johnson;Charles Glasscock;Adam Little;Matthew Muha;David O'Malley;Michael Bennett
1516963,Information fusion in underwater sonar simulation,Yanshen Zhu;Maria Bull;Haluk Akin;José Sepúlveda;Luis Rabelo
1516964,A hybrid approach based on multi-agent geosimulation and reinforcement learning to solve a UAV patrolling problem,Jimmy Perron;Jimmy Hogan;Bernard Moulin;Jean Berger;Micheline Bélanger
1516965,Multi-objective UAV mission planning using evolutionary computation,Adam J. Pohl;Gary B. Lamont
1516967,Assignment of probabilities to events for combat simulation,"John B. Gilmer, Jr.;Frederick J. Sullivan"
1516968,A multi threaded and resolution approach to simulated futures evaluation,David R. Pratt;Robert W. Franceschini;Robert B. Burch;Robert S. Alexander
1516969,A systems engineering process supporting the development of operational requirements driven federations,Andreas Tolk;Thomas G. Litwin;Robert H. Kewley
1516971,Simulating pandemic influenza preparedness plans for a public university: a hierarchical system dynamics approach,Tim Lant;Megan Jehn;Cody Christensen;Ozgur M. Araz;John W. Fowler
1516972,Application of spatial visualization for probabilistic hurricanes risk assessment to build environment,Yue Li;Tyler A. Erickson
1516973,Dynamic security: an agent-based model for airport defense,William E. Weiss
1516975,Simulation of the research process,Muaz Niazi;Abdul Rauf Baig;Amir Hussain;Saeed Bhatti
