article_id,title,authors
1526797,Measuring the similarity between implicit semantic relations from the web,Danushka T. Bollegala;Yutaka Matsuo;Mitsuru Ishizuka
1526798,Extracting key terms from noisy and multitheme documents,Maria Grineva;Maxim Grinev;Dmitry Lizorkin
1526800,Tagommenders: connecting users to items through tags,Shilad Sen;Jesse Vig;John Riedl
1526801,Collaborative filtering for orkut communities: discovery of user latent behavior,Wen-Yen Chen;Jon-Chyuan Chu;Junyi Luan;Hongjie Bai;Yi Wang;Edward Y. Chang
1526802,Personalized recommendation on dynamic content using predictive bilinear models,Wei Chu;Seung-Taek Park
1526804,Social search in Small-World experiments,Sharad Goel;Roby Muhamad;Duncan Watts
1526805,Behavioral profiles for advanced email features,Thomas Karagiannis;Milan Vojnovic
1526806,A measurement-driven analysis of information propagation in the flickr social network,Meeyoung Cha;Alan Mislove;Krishna P. Gummadi
1526808,Network analysis of collaboration structure in Wikipedia,Ulrik Brandes;Patrick Kenis;Jürgen Lerner;Denise van Raaij
1526809,The slashdot zoo: mining a social network with negative edges,Jérôme Kunegis;Andreas Lommatzsch;Christian Bauckhage
1526810,Community gravity: measuring bidirectional effects by trust and rating on online social networks,Yutaka Matsuo;Hikaru Yamamoto
1526812,Mapping the world's photos,David J. Crandall;Lars Backstrom;Daniel Huttenlocher;Jon Kleinberg
1526813,Ranking and classifying attractiveness of photos in folksonomies,Jose San Pedro;Stefan Siersdorfer
1526814,Constructing folksonomies from user-specified relations on flickr,Anon Plangprasopchok;Kristina Lerman
1526816,Mining interesting locations and travel sequences from GPS trajectories,Yu Zheng;Lizhu Zhang;Xing Xie;Wei-Ying Ma
1526817,"Computers and iphones and mobile phones, oh my!: a logs-based comparison of search users on different devices",Maryam Kamvar;Melanie Kellar;Rajan Patel;Ya Xu
1526818,A game based approach to assign geographical relevance to web images,Yuki Arase;Xing Xie;Manni Duan;Takahiro Hara;Shojiro Nishio
1526820,Web 2.0: blind to an accessible new world,Joshua Hailpern;Loretta Guarino-Reid;Richard Boardman;Srinivas Annam
1526821,,Cameron Braganza;Kim Marriott;Peter Moulder;Michael Wybrow;Tim Dwyer
1526822,,Rich Gossweiler;Maryam Kamvar;Shumeet Baluja
1526824,,Woralak Kongdenfha;Boualem Benatallah;Julien Vayssière;Régis Saint-Paul;Fabio Casati
1526825,,Guiling Wang;Shaohua Yang;Yanbo Han
1526826,,Jalal Mahmud;Yevgen Borodin;I. V. Ramakrishnan;C. R. Ramakrishnan
1526828,,Mohammad Alrifai;Thomas Risse
1526829,,William Conner;Arun Iyengar;Thomas Mikalsen;Isabelle Rouvellou;Klara Nahrstedt
1526830,,Lijun Mei;Zhenyu Zhang;W. K. Chan;T. H. Tse
1526832,,Cesare Pautasso;Erik Wilde
1526833,,Toyotaro Suzumura;Michiaki Tatsubori;Scott Trent;Akihiko Tozawa;Tamiya Onodera
1526834,,Heiko Ludwig;Jim Laredo;Kamal Bhattacharya;Liliana Pasquale;Bruno Wassermann
1526836,,Dietwig Lowet;Daniel Goergen
1526837,,Michiaki Tatsubori;Toyotaro Suzumura
1526838,,Chuan Yue;Haining Wang
1526840,,Jeff Pasternack;Dan Roth
1526841,,Gengxin Miao;Junichi Tatemura;Wang-Pin Hsiung;Arsany Sawires;Louise E. Moser
1526842,,Uri Schonfeld;Narayanan Shivakumar
1526844,,Huayu Wu;Tok Wang Ling;Liang Xu;Zhifeng Bao
1526845,,Ghislain Fourny;Markus Pilman;Daniela Florescu;Donald Kossmann;Tim Kraska;Darin McBeath
1526846,,Xiangfu Meng;Z. M. Ma;Li Yan
1526848,,"Adriano Pereira;Diego Duarte;Wagner Meira, Jr.;Virgilio Almeida;Paulo Góes"
1526849,,Guilherme Vale Menezes;Nivio Ziviani;Alberto H.F. Laender;Virgílio Almeida
1526851,,Gang Wang;Jian Hu;Yunzhang Zhu;Hua Li;Zheng Chen
1526852,,Manish Gupta
1526853,,Jeonghee Yi;Farzin Maghoul
1526854,,Jihyun Lee;Jun-Ki Min;Chin-Wan Chung
1526855,,Sunitha Ramanujam;Anubha Gupta;Latifur Khan;Steven Seida;Bhavani Thuraisingham
1526856,,Davide Francesco Barbieri;Daniele Braga;Stefano Ceri;Emanuele Della Valle;Michael Grossniklaus
1526857,,Guoliang Li;Jianhua Feng;Lizhu Zhou
1526858,,Harry Halpin
1526859,,Pedro Oliveira;Paulo Gomes
1526860,,Bernhard Kruepl;Wolfgang Holzinger;Yansen Darmaputra;Robert Baumgartner
1526861,,Ali Dasdan;Chris Drome;Santanu Kolay
1526862,,Ranieri Baraglia;Fidel Cacheda;Victor Carneiro;Vreixo Formoso;Raffaele Perego;Fabrizio Silvestri
1526863,,Ning Liu;Jun Yan;Zheng Chen
1526864,,Francisco P. Romero;Jesus Serrano-Guerrero;Jose A. Olivas
1526865,,Haofen Wang;Qiaoling Liu;Gui-Rong Xue;Yong Yu;Lei Zhang;Yue Pan
1526866,,Xiaofeng He;Lei Duan;Yiping Zhou;Byron Dom
1526867,,Congle Zhang;Gui-Rong Xue;Yong Yu;Hongyuan Zha
1526868,,Junfeng Wang;Xiaofei He;Can Wang;Jian Pei;Jiajun Bu;Chun Chen;Ziyu Guan;Gang Lu
1526869,,Ralitsa Angelova;Gjergji Kasneci;Fabian M. Suchanek;Gerhard Weikum
1526870,,Shuyi Zheng;Pavel Dmitriev;C. Lee Giles
1526871,,Jyh-Ren Shieh;Yung-Huan Hsieh;Yang-Ting Yeh;Tse-Chung Su;Ching-Yung Lin;Ja-Ling Wu
1526872,,William Chang;Patrick Pantel;Ana-Maria Popescu;Evgeniy Gabrilovich
1526873,,Hao Wu;Guang Qiu;Xiaofei He;Yuan Shi;Mingcheng Qu;Jing Shen;Jiajun Bu;Chun Chen
1526874,,Lusong Li;Tao Mei;Chris Liu;Xian-Sheng Hua
1526875,,Dan Shen;Xiaoyuan Wu;Alvaro Bolivar
1526876,,Oktie Hassanzadeh;Lipyeow Lim;Anastasios Kementsietsidis;Min Wang
1531611,,Colin J. Ihrig;Gerold Joseph Dhanabalan;Alex K. Jones
1531612,,Dhruva Ghai;Saraju P. Mohanty;Elias Kougianos
1531613,,Khawla Alzoubi;Daniel G. Saab;Massood Tabib-Azar
1531615,,Xin Li;Weikang Qian;Marc D. Riedel;Kia Bazargan;David J. Lilja
1531616,,Chetan Murthy;Prabhat Mishra
1531617,,Taemin Kim;Xun Liu
1531618,,Andrea Calimera;Enrico Macii;Massimo Poncino
1531619,,Di Wang;Vyas Venkataraman;Zhen Wang;Wei Qin;Hangsheng Wang;Mrinal Bose;Jayanta Bhadra
1531621,,Yibin Chen;Sean Safarpour;Andreas Veneris;Joao Marques-Silva
1531622,,Taiga Takata;Yusuke Matsunaga
1531623,,Jeff L. Cobb;Kanupriya Gulati;Sunil P. Khatri
1531624,,David Baneres;Jordi Cortadella;Mike Kishinevsky
1531625,,Mingjing Chen;Alex Orailoglu
1531627,,Po-Yang Hsu;Shu-Ting Lee;Fu-Wei Chen;Yi-Yu Liu
1531628,,Masa-aki Fukase;Atsuko Yokoyama;Tomoaki Sato
1531629,,Pratik J. Shah;Jiang Hu
1531630,,Marshnil Vipin Dave;Maryam Shojaei Baghini;Dinesh Kumar Sharma
1531631,,Jin Cui;Douglas L. Maskell
1531632,,Yung-Chih Chen;Chun-Yao Wang
1531633,,Jin-Tai Yan;Zhi-Wei Chen
1531634,,Zhu Zhou;Dharmin Parikh;Pradnyesh Gudadhe;Arunabha Sen
1531635,,Jin-Tai Yan;Zhi-Wei Chen
1531636,,Qing Dong;Bo Yang;Jing Li;Shigetoshi Nakatake
1531637,,Hong-Zu Chou;I-Hui Lin;Ching-Sung Yang;Kai-Hui Chang;Sy-Yen Kuo
1531638,,Dario Cozzi;Claudia Farè;Alessandro Meroni;Vincenzo Rana;Marco Domenico Santambrogio;Donatella Sciuto
1531639,,Abhranil Maiti;Raghunandan Nagesh;Anand Reddy;Patrick Schaumont
1531640,,Yanjie Peng;Andrew G. Klein;Xinming Huang
1531641,,Sohan Purohit;Sai Rahul Chalamalasetti;Martin Margala
1531642,,Yifei Luo;Gang Chen;Kuan Zhou
1531643,,Kalyana C. Bollapalli;Rajesh Garg;Kanupriya Gulati;Sunil P. Khatri
1531645,,Yang Sun;Joseph R. Cavallaro
1531646,,Nariman Moezzi Madani;William Rhett Davis
1531647,,Josef B. Spjut;Andrew E. Kensler;Erik L. Brunvand
1531648,,Yiqing Huang;Qin Liu;Satoshi Goto;Takeshi Ikenaga
1531649,,Ling Wang;Jianwen Zhang;Xiaoqing Yang;Dongxin Wen
1531651,,Imran Ahmed;Cheran Vithanage
1531652,,Yang Liu;Ashok Srivastava;Yao Xu
1531653,,Spandana Remarsu;Sandip Kundu
1531654,,Sohan Purohit;Martin Margala;Marco Lanuzza;Pasquale Corsonello
1531655,,Shu Li;Tong Zhang
1531657,,Reshma C. Jumani;Niraj Bharatkumar Jain;Virendra Singh;Kewal K. Saluja
1531658,,M. H. Neishaburi;Zeljko Zilic
1531659,,Zhen Chen;Dong Xiang;Boxue Yin
1531660,,Irith Pomeranz;Sudhakar M. Reddy
1531661,,Alodeep Sanyal;Abhisek Pan;Sandip Kundu
1531663,,Mohamad Sawan
1531664,,Michael Shur
1531665,,Nader Engheta
1531676,,Shaoke Zhang;Umer Farooq;John M. Carroll
1531677,,Maryam Najafian Razavi;Lee Iverson
1531678,,Chao Wu;Bo Zhou
1531680,,Rosta Farzan;Joan M. DiMicco;Beth Brownholtz
1531681,,Eric Cook;Stephanie D. Teasley;Mark S. Ackerman
1531682,,Katherine Panciera;Aaron Halfaker;Loren Terveen
1531684,,Michael J. Brzozowski;Thomas Sandholm;Tad Hogg
1531685,,Matthieu Tixier;Gérald Gaglio;Myriam Lewkowicz
1531686,,Reto Grob;Michael Kuhn;Roger Wattenhofer;Martin Wirz
1531688,,Scott Bateman;Michael J. Muller;Jill Freyne
1531689,,Meredith M. Skeels;Jonathan Grudin
1531690,,Shyong (Tony) K. Lam;John Riedl
1531692,,Ken Reily;Pam Ludford Finnerty;Loren Terveen
1531693,,Andreas F. Phelps;Madhu Reddy
1531694,,Gerry Stahl
1531696,,Patrick C. Shih;David H. Nguyen;Sen H. Hirano;David F. Redmiles;Gillian R. Hayes
1531697,,Anthony Tang;Joel Lanir;Saul Greenberg;Sidney Fels
1531698,,Sasa Junuzovic;Prasun Dewan
1531700,,David Pinelle;Nelson Wong;Tadeusz Stach;Carl Gutwin
1531701,,Christopher Plaue;John Stasko
1531702,,Joshua E. Introne
1531704,,Hiroko N. Wilensky;David F. Redmiles;Norman Makoto Su
1531705,,Vanessa Rood;Amy Bruckman
1531706,,Michael J. Brzozowski
1531708,,Hao Jiang;Kevin Singley
1531709,,Honglu Du;Mary Beth Rosson;John M. Carroll;Craig Ganoe
1531710,,Dejin Zhao;Mary Beth Rosson
1531712,,Jose Eurico de Vasconcelos Filho;Kori M. Inkpen;Mary Czerwinski
1531713,,Natalia A. Romero;Panos Markopoulos
1531714,,Anna Wu;Xiaolong Zhang;Gregorio Convertino;John M. Carroll
1531716,,Netta Aizenbud-Reshef;Ido Guy;Michal Jacovi
1531717,,Airi Lampinen;Sakari Tamminen;Antti Oulasvirta
1531718,,Andrea Civan;David W. McDonald;Kenton T. Unruh;Wanda Pratt
1531720,,Aleksandra Sarcevic;Randall S. Burd
1531721,,Andrea Grimes;Desney Tan;Dan Morris
1531722,,Maren Sander Granlien;Morten Hertzum
1531724,,Robin Sease;David W. McDonald
1531725,,Zachary O. Toups;Andruid Kerne;William Hamilton;Alan Blevins
1531726,,Petra Sundström;Tove Jaensson;Kristina Höök;Alina Pommeranz
1531727,,David Gurzick;Kevin F. White;Wayne G. Lutters;Lee Boot
1531729,,Judd Antin
1531730,,Margarida Cardoso;Isabel Ramos
1531731,,Amy L. Gonzales
1531732,,Keith Grochow
1531733,,Anatoliy Gruzd
1531734,,Qing Li
1531735,,Kurt Luther
1531736,,Ammy Jiranida Phuwanartnurak
1531737,,Norman Makoto Su
1531738,,Jennifer Thom-Santelli
1531739,,Priyamvada Tripathi
1531740,,Kevin F. White
1529645,,Rik Eshuis;Alex Norta
1529646,,Hayley Bakker;Maria E. Iacob
1529648,,Zhanzhan Liu;Lihua Yue;Peng Wei;Peiquan Jin;Xiaoyan Xiang
1529649,,Nalini Vasudevan;Stephen A. Edwards
1529650,,Cássio L. Rodrigues;Karina R. G. da Silva;Henrique N. Cunha
1529651,,Meikang Qiu;Hao Li;Edwin H.-M. Sha
1529652,,Luís Tarrataca;André C. Santos;João M. P. Cardoso
1529653,,Clemens Moser;Jian-Jia Chen;Lothar Thiele
1529654,,In Hwan Doh;Hyo J. Lee;Young Je Moon;Eunsam Kim;Jongmoo Choi;Donghee Lee;Sam H. Noh
1529655,,Soojun Im;Dongkun Shin
1529656,,Ji Chan Maeng;Jung-Il Kwon;Min-Kyu Sin;Minsoo Ryu
1529657,,Siddharth Choudhuri;Tony Givargis
1529659,,Ryozo Kiyohara;Satoshi Mii;Mitsuhiro Matsumoto;Masayuki Numao;Satoshi Kurihara
1529660,,Shouwen Lai;Binoy Ravindran;Hyeonjoong Cho
1529661,,Paolo Pagano;Mangesh Chitnis;Antonio Romano;Giuseppe Lipari;Ricardo Severino;Mário Alves;Paulo G. Sousa;Eduardo Tovar
1529663,,Yoshinori Hijikata;Bui Quang Hung;Masanori Otsubo;Shogo Nishida
1529664,,Tom Matthé;Guy De Tré
1529665,,Guy De Tré;Jozo J. Dujmovi?;Nico Van de Weghe;Tom Matthé;Niels Charlier
1529666,,Le-Shin Wu;Filippo Menczer
1529667,,Chi Shen;Mike Unuakhalu
1529668,,Alexander Höhfeld;Patrick Gratz;Angelo Beck;Jean Botev;Hermann Schloss;Ingo Scholtes
1529669,,Marjan Celikik;Holger Bast
1529670,,Mariam Daoud;Lynda Tamine-Lechani;Mohand Boughanem;Bilal Chebaro
1529671,,Wai Gen Yee;Linh Thai Nguyen;Ophir Frieder
1529672,,Shizhu Liu;Yuval Merhav;Wai Gen Yee;Nazli Goharian;Ophir Frieder
1529674,,P. Bosc;O. Pivert;O. Soufflet
1529675,,Tian-Jiang Wang;Gang Chen;Perfecto Herrera
1529676,,Chandan Kumar;Prasad Pingali;Vasudeva Varma
1529677,,Seongwook Youn;Dennis McLeod
1529679,,Roberto Pinho;Maria Cristina F. de Oliveira;Alneu de A. Lopes
1529680,,Valter Roesler;Ronaldo Husemann;Carlos Haas Costa
1529681,,Antonio d'Acierno;Vincenzo Moscato;Antonio Picariello
1529682,,Jinmi Kang;Gyeongeun Goh;Kidong Chung
1529683,,Chuljin Jang;Taijin Yoon;Hwan-Gue Cho
1529684,,Moses Schwartz;Curtis Hash;L. M. Liebrock
1529685,,Pushpa Kumar;Kang Zhang
1529686,,Rahul Singh;Bibek D. Bhhatarai
1529687,,Sunghwan Chun;Seoyoung Lee;Kwangmu Shin;Kidong Chung
1529688,,Omar U. Florez;SeungJin Lim
1529689,,Luiz Fernando G. Soares;Rogério Ferreira Rodrigues;Renato Cerqueira;Simone Diniz Junqueira Barbosa
1529690,,Cesar A. C. Teixeira;Erick L. Melo;Renan G. Cattelan;Maria da Graça C. Pimentel
1529691,,Giliard Brito de Freitas;Cesar Augusto Camillo Teixeira
1529693,,Duy-Dinh Le;Shin'ichi Satoh
1529694,,Shin-gyu Kim;Hyuck Han;Kyungho Jeon;Hyungsoo Jung;Heon Y. Yeom
1529695,,Damon Shing-Min Liu;Chi-Hsien Liu;Ching-I Cheng
1529696,,Gyeongeun Goh;Jinmi Kang;Misook Cho;Kidong Chung
1529697,,João Bosco Ferreira Filho;José de S. R. Neto;Cláudio R. F. Lima;Rossana M. C. Andrade
1529699,,Chieri Saito;Atsushi Igarashi
1529700,,Michael Furr;Jong-hoon (David) An;Jeffrey S. Foster;Michael Hicks
1529701,,Eduardo Piveta;Marcelo Pimenta;João Araújo;Ana Moreira;Pedro Guerreiro;R. Tom Price
1529702,,David Lievens;William Harrison
1529704,,Weihua Zhang;Lili Liu;Chen Zhang;Hongjiong Zhang;Binyu Zang;Chuanqi Zhu
1529705,,David Briggs;Suad Alagi?
1529706,,Paul Tarau
1529707,,Julien Cervelle;Rémi Forax;Gautier Loyauté;Gilles Roussel
1529708,,Torben Ægidius Mogensen
1529709,,Paul Biggar;Edsko de Vries;David Gregg
1529710,,Akim Demaille;Roland Levillain;Benoît Sigoure
1529711,,Dongseok Jang;Kwang-Moo Choe
1529713,,Petr Krajca;Vilem Vychodil
1529714,,Yoshihiro Oyama;Yoshiki Kaneko;Hideya Iwasaki
1529716,,Hans Schippers;Michael Haupt;Robert Hirschfeld
1529717,,Jiyong Park;Seongsoo Hong
1529718,,Walter Cazzola;Diego Colombo;Duncan Harrison
1529719,,Peter Ebraert;Jorge Vallejos;Yves Vandewoude
1529721,,Leo Ordinez;David Donari;Rodrigo Santos;Javier Orozco
1529722,,Yu Liu;Wei Zhang
1529723,,Dario Faggioli;Michael Trimarchi;Fabio Checconi
1529724,,F. J. Monaco;M. Nery;M. M. L. Peixoto
1529726,,Alfredo Capozucca;Nicolas Guelfi
1529727,,Tongquan Wei;Xiaodao Chen;Piyush Mishra
1529729,,Jaideep Vaidya
1529730,,Florian Kerschbaum;Daniel Dahlmeier;Axel Schröpfer;Debmalya Biswas
1529731,,Guido Schryen;Rouven Kadura
1529732,,Gavin O'Gorman;Stephen Blott
1529733,,Flavio Lombardi;Roberto Di Pietro
1529734,,Ricardo Villamarín-Salomón;José Carlos Brustoloni
1529735,,Ching-Hao Mao;Hahn-Ming Lee;Devi Parikh;Tsuhan Chen;Si-Yu Huang
1529736,,Seda Davtyan;Sotiris Kentros;Aggelos Kiayias;Laurent Michel;Nicolas Nicolaou;Alexander Russell;Andrew See;Narasimha Shashidhar;Alexander A. Shvartsman
1529737,,Anyi Liu;Yi Yuan;Duminda Wijesekera;Angelos Stavrou
1529738,,Peter Djalaliev;José Carlos Brustoloni
1529740,,Jordi Pujol-Ahulló;Pedro García-López;Marc Sànchez-Artigas;Marcel Arrufat-Arias
1529741,,Jason Leezer;Yu Zhang
1529742,,Stefania Bandini;Andrea Bonomi;Giuseppe Vizzari
1529743,,Fawzi Hassaine;Russ Moulton;Chris Fink
1529744,,Nuno Fachada;Vitor V. Lopes;Agostinho Rosa
1529746,,Davide Rossi;Elisa Turrini;Fabio Vitali
1529747,,Matteo Casadei;Mirko Viroli
1529748,,Edgar F. Esteves;Rosaldo J. F. Rossetti;Paulo A. F. Ferreira;Eugénio C. Oliveira
1529749,,Dylan A. Shell;Evan Drumwright
1529751,,Maurice H. ter Beek;Franco Mazzanti;Stefania Gnesi
1529752,,Sylvain Hallé;Roger Villemaire
1529753,,Ricardo P. del Castillo;Ignacio García-Rodríguez;Ismael Caballero
1529754,,Karolina Zurowska;Ralph Deters
1529755,,Faramarz Safi Esfahani;Masrah Azrifah Azmi Murad;Md. Nasir Sulaiman;Nur Izura Udzir
1529756,,M. Brian Blake;Michael F. Nowlan;Ajay Bansal;Srividya Kona
1529757,,Paolo Anedda;Massimo Gaggero;Simone Manca
1529758,,Stefan Thanheiser;Lei Liu;Hartmut Schmeck
1529760,,Lei Liu;Stefan Thanheiser;Hartmut Schmeck
1529762,,Hyeonjae Jeon;Kwangjin Park;Hyunseung Choo
1533086,,Julien Bringer;Hervé Chabanne;Thomas Icart
1533087,,Han Chen;Pasquale Malacaria
1533088,,Brian Thompson;Danfeng Yao
1533089,,Xavier Boyen
1533091,,Robert Craven;Jorge Lobo;Jiefei Ma;Alessandra Russo;Emil Lupu;Arosha Bandara
1533092,,Stere Preda;Frédéric Cuppens;Nora Cuppens-Boulahia;Joaquin G. Alfaro;Laurent Toutain;Yehia Elrakaiby
1533093,,Rakesh Bobba;Himanshu Khurana;Musab AlTurki;Farhana Ashraf
1533094,,Xiaohui Liang;Zhenfu Cao;Huang Lin;Jun Shao
1533096,,Adam J. Lee;Kazuhiro Minami;Nikita Borisov
1533097,,Qun Ni;Elisa Bertino;Jorge Lobo
1533098,,Mark Reith;Jianwei Niu;William H. Winsborough
1533100,,Jian Weng;Robert H. Deng;Xuhua Ding;Cheng-Kang Chu;Junzuo Lai
1533101,,Hai Huang;Zhenfu Cao
1533102,,Xiaohui Liang;Zhenfu Cao;Huang Lin;Dongsheng Xing
1533103,,Somitra Kumar Sanadhya;Palash Sarkar
1533105,,Fabio Massacci;Gene Tsudik;Artsiom Yautsiukhin
1533106,,Zhiguo Wan;Kui Ren;Bo Zhu;Bart Preneel;Ming Gu
1533107,,Ribao Wei;Dingfeng Ye
1533108,,Hyun Sook Rhee;Jong Hwan Park;Willy Susilo;Dong Hoon Lee
1533110,,Liting Zhang;Wenling Wu;Lei Zhang;Yanjun Li
1533111,,Ram Krishnan;Ravi Sandhu;Jianwei Niu;William H. Winsborough
1533112,,Chris Strasburg;Natalia Stakhanova;Samik Basu;Johnny S. Wong
1534532,,Michael Factor;Assaf Schuster;Konstantin Shagin;Tal Zamir
1534533,,Haggai Eran;Ohad Lutzky;Zvika Guz;Idit Keidar
1534535,,Miriam Allalouf;Yuriy Arbitman;Michael Factor;Ronen I. Kat;Kalman Meth;Dalit Naor
1534536,,Rachita Kothiyal;Vasily Tarasov;Priya Sehgal;Erez Zadok
1534537,,Dacian Tudor;Marius Marcu
1534539,,Lior Aronovich;Ron Asher;Eitan Bachmat;Haim Bitner;Michael Hirsch;Shmuel T. Klein
1534540,,Keren Jin;Ethan L. Miller
1534541,,Dirk Meister;André Brinkmann
1534543,,Chaitanya Yalamanchili;Kiron Vijayasankar;Erez Zadok;Gopalan Sivathanu
1534544,,Xiao-Yu Hu;Evangelos Eleftheriou;Robert Haas;Ilias Iliadis;Roman Pletka
1534545,,Elliot Jaffe;Scott Kirkpatrick
1534547,,Yaozu Dong;Jinquan Dai;Zhiteng Huang;Haibing Guan;Kevin Tian;Yunhong Jiang
1534548,,Ezra Silvera;Gilad Sharaby;Dean Lorenz;Inbar Shapira
1534550,,Yosi Ben Asher;Nadav Rotem
1534551,,Arun Kejariwal;Alexandru Nicolau;Utpal Banerjee;Alexander V. Veidenbaum;Constantine D. Polychronopoulos
1534552,,Yitzhak Birk;Vladimir Zdornov
1534553,,Aviad Zlotnick;Orna Raz
1535573,,Jeng Farn Lee;YuanNeng Hsu
1535574,,Tehuang Li;Wanjiun Liao
1535575,,Yang Song;Chi Zhang;Yuguang Fang
1535577,,Min Chen;Victor Leung;Shiwen Mao
1535578,,Yueming Hu;Qing Li;Fangming Liu;Gabriel Y. Keung;Bo Li
1535579,,Ruiyun Yu;Qiang Chen;Xingwei Wang;Sajal K. Das
1535581,,Hui Cheng;Jiannong Cao;Xiaopeng Fan
1535582,,Yuxia Lin;Joo-Han Song;Vincent W. S. Wong
1535583,,Hany Samuel;Weihua Zhuang;Bruno Preiss
1535585,,Yanchao Zhang;Kui Ren
1535586,,Wei Ren;Kui Ren;Wenjing Lou;Yanchao Zhang
1535587,,Chengqi Song;Qian Zhang
1535589,,Zhenjiang Li;Yao Yu;Xiaojun Hei;Danny H. K. Tsang
1535590,,Jinkang Jia;Changjia Chen
1535591,,Jialing Xu;Victor O. K. Li
1535593,,Lin X. Cai;Lin Cai;Xuemin Sherman Shen;Jon W. Mark
1535594,,Chonggang Wang;Mahmoud Daneshmand;Bo Li;Kazem Sohraby
1535595,,Dennis K. Nilsson;Ulf E. Larson;Erland Jonsson
1535597,,Jinfang Zhang;Zbigniew Dziong;Francois Gagnon;Michel Kadoch
1535598,,Qinqing Zhang;Lotfi Benmohamed;I-Jeng Wang
1535599,,Jianxin Wang;Yuhong Luo;Jiawei Huang;Xi Zhang
1535601,,Nemanja Vu?evi?;Francisco Bernardo;Anna Umbert;Miguel López-Benítez
1535602,,Xingwei Wang;Qiang Chen;Rongzhu Zou;Min Huang
1535604,,Yangfan Zhou;Michael R. Lyu;Jiangchuan Liu
