article_id,title,authors
1995762,Concepts for simulation based value stream mapping,Petter Solding;Per Gullander
1995763,"Generating, benchmarking and simulating production schedules: from formalisation to real problems",Gert Zülch;Peter Steininger;Thilo Gamber;Michael Leupold
1995765,The use of simulation for global supply network rationalization in the pharmaceutical industry,Changrui Ren;Wei Wang;Bing Shao;Qinhua Wang;Jin Dong;Hongwei Ding
1995766,"Representation, simulation and control of manufacturing process with different forms of uncertainties",Hyunsoo Lee;Hongsuk Park;Amamath Banerjee
1995767,Simulating an applied model to optimize cell production and parts supply (Mizusumashi) for laptop assembly,Hidetaka Ichikawa
1995769,Sequential Monte Carlo-based fidelity selection in dynamic-data-driven adaptive multi-scale simulations (DDDAMS),Nurcin Celik;Young-Jun Son
1995770,Simulation of agile supply chains: some studies on strategic issues,Madhawanand Mishra;Subhash Wadhwa
1995771,Development of web-based simulator for supply chain management,Donghwa Jeong;Minseok Seo;Yoonho Seo
1995773,Scenario analysis for reverse logistics implementation case study of the Palm Oil supply chain,Edgar Alfonso;Diego Ferrucho;Angel Roldán;Mario Vargas;Freddy González
1995774,A simulation based hybrid algorithm for yard crane dispatching in container terminals,Xi Guo;Shell Ying Huang;Wen Jing Hsu;Malcolm Yoke Hean Low
1995775,A simulation framework to evaluate airport gate allocation policies under extreme delay conditions,Konstantinos Kontoyiannakis;Eduardo Serrano;Kevin Tse;Marcial Lapp;Amy Cohn
1995777,The effect of customer segmentation on an inventory system in the presence of supply disruptions,Yuerong Chen;Xueping Li
1995778,The impact of human decision makers' individualities on the wholesale price contract's efficiency: simulating the newsvendor problem,Stavrianna Dimitriou;Stewart Robinson;Kathy Kotiadis
1995779,Simulating SKU proliferation in a health care supply chain,Manuel D. Rossetti;Yanchao Liu
1995781,Evolutionary optimization of the multiobjective transshipment problem with limited storage capacity,Nabil Belgasmi;Lamjed Ben Said;Khaled Ghedira
1995782,Sample average approximation approach to multi-location transshipment problem with capacitated production,Deniz özdemir;Enver Yücesan;Yale T. Herer
1995783,Efficient optimization of maximal covering location problems using extreme value estimation,Li Xia;Wenjun Yin;Weida Xu;Ming Xie;Jinyan Shao
1995785,Simulation based regression analysis for rack configuration of autonomous vehicle storage and retrieval system,Banu Y. Ekren;Sunderesh S. Heragu
1995786,Simulation-based personnel planning for materials handling at a cross-docking center under retail distribution environment,Yan Liu;Soemon Takakuwa
1995787,Simulation for predictive control of a distribution center,Lourdes A. Medina;R. Ufuk Bilsel;Richard A. Wysk;Vittaldas Prabhu;A. Ravi Ravindran
1995789,A Markov process based dilemma zone protection algorithm,Pengfei Li;Montasir M. Abbas
1995790,Techniques for rapid initialization in in-vehicle traffic simulators,Vishwanath Palagummi;Richard Fujimoto;Michael Hunter
1995791,Accelerating traffic microsimulations: a parallel discrete-event queue-based approach for speed and scale,Sunil Thulasidasan;Stephan Eidenbenz
1995793,Solving the capacitated vehicle routing problem with maximum traveling distance and service time requirements: an approach based on Monte Carlo simulation,Angel A. Juan;Ferran Adelantado;Scott E. Grasman;Javier Faulin;Jairo R. Montoya-Torres
1995794,An ant based simulation optimization for vehicle routing problem with stochastic demands,Mukul Tripathi;Glenn Kuriger;Hung-da Wan
1995795,An ant colony optimization approach to solve cooperative transportation planning problems,Ralf Sprenger;Lars Mönch
1995797,Applying decision-oriented accounting principles for the simulation-based design of logistics systems in production,Niklas Labitzke;Thomas S. Spengler;Thomas Volling
1995798,Verification and validation activities within a new procedure model for V&V in production and logistics simulation,Markus Rabe;Sven Spieckermann;Sigrid Wenzel
1995799,Follow me: simulation of customers' behavior in supremarkets,Zeeshan-ul-hassan Usmani
1995801,YardSim: a rail yard simulation framework and its implementation in a major railroad in the U.S.,Edward Lin;Clark Cheng
1995802,A simulation-based approach for estimating the commercial capacity of railways,Giuseppe Confessore;Giacomo Liotta;Patrizia Cicini;Francesco Rondinone;Paolo De Luca
1995803,A dynamic data-driven approach for rail transport system simulation,Yilin Huang;Alexander Verbraeck
1995805,Location-based management of construction projects: part of a new typology for project scheduling methodologies,Russell Kenley;Olli Seppänen
1995806,Resource leveling of linear schedules with singularity functions,Gunnar Lucko;Angel A. Peña Orozco
1995807,A hierarchical constraint-based approach to modeling construction and manufacturing processes,Ian Flood
1995809,Simulation-optimization integrated approach to planning ready mixed concrete production and delivery: validation and applications,Ming Lu;Hoi-Ching Lam
1995810,Sustainability analysis of earthmoving operations,Changbum Ahn;Julio C. Martinez;Prasant V. Rekapalli;Feniosky A. Peña-Mora
1995811,Using simulation analysis for mining project risk management,Undram Chinbat;Soemon Takakuwa
1995813,An overview of the cosye environment for construction simulation,Simaan M. AbouRizk;Stephen Hague
1995814,Real options and system dynamics approach to model value of implementing a project specific dispute resolution process in construction projects,Carol C. Menassa;Feniosky Peña Mora
1995815,Meaningful level of change in hybrid simulation for construction analysis,Amin Alvanchi;SangHyun Lee;Simaan M. AbouRizk
1995817,Development of a visual whole life-cycle energy assessment framework for built environment,Saad Dawood;Richard Lord;Nashwan Dawood
1995818,Use of building information models in simulations,Raja R. A. Issa;Patrick C. Suermann;Svetlana Olbina
1995819,Ensuring building performance through simulation,Dana K. Smith
1995821,Using virtual environments to support electrical safety awareness in construction,Dong Zhao;Jason Lucas;Walid Thabet
1995822,Analytical approach to augmenting site photos with 3D as-built bored pile models,Fei Dai;Ming Lu
1995824,An experimental framework to analyze alternative decision-making strategies using situational simulations in construction management,Amlan Mukherjee;Nilufer Onder;Corey Tebo;Kekoa Kaaikala
1995825,Simulating the effect of learning decay on adaptation performance in project networks,Jiayu Chen;John E. Taylor;Hakan I. Unsal
1995826,Simulation of project-based organizational design in China: from the perspective of contextual interactions,Huanhuan Wang;Bin Hu;Guoyin Jiang
1995828,Rapid deployment of simulation models for building construction applications,Gunnar Lucko;Kannan Swaminathan;Perakath C. Benjamin;Michael G. Madden
1995829,Proposed methodology for comparing schedule generation schemes in construction resource scheduling,Jin-Lee Kim
1995831,Generating simulation network for design process based on DSM,M. A. Hossain;D. K. H. Chua
1995832,Applications of discrete-event simulation to reliability and availability assessment in civil engineering structures,Angel A. Juan;Arai Monteforte;Albert Ferrer;Carles Serrat;Javier Faulin
1995833,Multi-service communication networks simulation and design with BPsim3,Konstantin A. Aksyonov;Eugene A. Bykov;Elena F. Smoliy;Maksim V. Popov
1995835,Agent-based modeling for household level hurricane evacuation,Bo Zhang;Wai Kin (Victor) Chan;Satish V. Ukkusuri
1995836,A post-disaster mobility model for delay tolerant networking,Md Yusuf S. Uddin;David M. Nicol;Tarek F. Abdelzaher;Robin H. Kravets
1995837,Simulating distribution of emergency relief supplies for disaster response operations,Young M. Lee;Soumyadip Ghosh;Markus Ettl
1995839,Concept of operations for a regional telemedicine hub to improve medical emergency response,Hui Wang;Wei Xiong;Nathaniel Hupert;Christian Sandrock;Javeed Siddiqui;Aaron Bair
1995840,Risk modeling and simulation of airport passenger departures process,Pravir K. Chawdhry
1995841,A simulation model of port operations during crisis conditions,Tugce G. Martagan;Burak Eksioglu;Sandra D. Eksioglu;Allen G. Greenwood
1995843,New M&S challenges derived from the NATO research & technology organization (RTO) systems analysis studies (SAS-071) task group on analytical tools for irregular warfare,Andreas Tolk
1995844,Integration of psycho-social models and methods in NATO's approach to operations; a review of NATO research and technology organization (RTO) systems analysis studies (SAS - 074),Timothy J. Bacon;Philip Jones;Randall B. Garrett;Andreas Tolk
1995845,"Exploring effective methods for modeling a comprehensive approach to political, military, economic, social, information, and infrastructure (PMESII)/human, cultural, social, and behavorial (HSCB) community of interest (COI)",Randall B. Garrett;Andreas Tolk;Timothy J. Bacon
1995847,New Madrid and Wabash Valley seismic study: simulating the impacts on natural gas transmission pipelines and downstream markets,Edgar C. Portante;Stephen M. Folga;Gustav Wulfkuhle;Brian A. Craig;Leah E. Talaber
1995848,Recommended practices for homeland security modeling and simulation,Sanjay Jain;Charles R. McLean
1995849,A natural gas modeling framework for conducting infrastructure analysis studies,James A. Kavicky;Mark J. Jusko;Brian A. Craig;Edgar C. Portante;Stephen M. Folga
199585,The assumptions of computing,James K. Huggins
1995851,Econometric simulation of the income tax compliance process for small businesses,George Contos;Ardeshir Eftekharzadeh;John Guyton;Brian Erard;Scott Stilmar
1995852,Communicating with management about the benefits of business process simulation,Ty Avni;Arnold Greenland
1995853,Simulation in retail: a case study for process improvement in the receiving area,Marissa A. Vallette;Prajwal Khadgi;Reinaldo Moraga;Ehsan Asoudegi;Omar Ghrayeb
1995855,Quantifying the value of collaboration in supply chain management through business process simulation,Wei Wang;Jin Dong;Hongwei Ding;Changrui Ren;Minmin Qiu
1995856,A simulation study of mutual influences of engineering change management process and new product development process,Weilin Li;Young B. Moon
1995857,Extending discrete event simulation by adding an activity concept for business process modeling and simulation,Gerd Wagner;Oana Nicolae;Jens Werner
1995859,Comparison of call center models,Luiz Augusto G. Franzese;Marcelo Moretti Fioroni;Rui Carlos Botter;Paulo José de Freitas Filho
199586,Individual privacy in an information dependent society,Brian Patrick Clifford
1995860,Demand curve prediction via bayesian probability assignment over a functional space,Michael G. Traverso;Ali E. Abbas
1995861,Estimating performance of a business process model,Farzad Kamrani;Rassul Ayani;Farshad Moradi;Gunnar Holm
1995863,Using randomization to solve the deterministic single and multiple vehicle routing problem with service time constraints,Jairo R. Montoya-Torres;Edgar H. Alfonso-Lizarazo;Edgar Gutierrez Franco;Ana X. Halabi
1995864,Bayesian models and stochastic processes applied to CSP sampling plans for quality control in production in series and by lots,Rodrigo Barbosa Correa;Carlos D. Paternina-Arboleda;Diana G. Ramírez Ríos
1995865,Design and development of a simulator for the Brazilian data collecting system based on satellites,Germano Kienbaum;Felipe Miranda;Hélcio Vieira Junior;Joaquim Barreto;Marcus Cisotto;Wanderson Almeida
1995867,Enabling value co-production in the provision of support service engineering solutions using digital manufacturing methods,Joe Butterfield;Rajkumar Roy;Irene Ng;William McEwan
1995868,Services modeling and distributed simulation devs/HLA supported,Gregory Zacharewicz;Thècle Alix;Bruno Vallespir
1995869,Perspectives on high-tech product design for better supporting product-service systems,Stelian Brad
199587,Genealogical approaches to ethical implications of informational assimilative integrated discovery systems (AIDS) in business,Kamal Dean Pharhizgar;Stephen E. Lunce
1995871,A web services based artificial market,Karla Atkins;Chris Barrett;Achla Marathe
1995872,Operational simulation model of the raw material handling in an integrated steel making plant,Robson Jacinto Coelho;Paula Fernandes Lana;Adriano César Silva;Takeo Fugiwara Santos;ArcelorMittal Tubarão;Marcelo Moretti Fioroni;Luiz Augusto G. Franzese;Daniel de Oliveira Mota;Paragon Tecnologia;Luiz Bueno da Silva
1995873,Assembly line design principles using six sigma and simulation,Benny Tjahjono;Peter Ball;John Ladbrook;John Kay
1995875,Large scale knowledge-based simulation models: an aproximation to the north-south remittances model,Carlos R. García-Alonso;Esther Arenas-Arroyo;Gabriel M. Pérez-Alcalá
1995876,Computer simulation of innovation implementation strategies,Peter S. Hovmand;David N. Ford
1995877,Simulation thinking: where design and analysis meet,Mary Kathryn Thompson
1995879,A simulation model to analyze the impact of distance and direction on golf scores,Mark Broadie;Soonmin Ko
199588,Ethics and the 7 “P's” of computer use policies,Thomas J. Scott;Richard B. Voss
1995880,A dynamic data driven application system for wildfire spread simulation,Xuefeng Yan;Feng Gu;Xiaolin Hu;Song Guo
1995881,A dynamic architecture for increased passenger queue model fidelity,Michael Johnstone;Vu Le;Saeid Nahavandi;Doug Creighton
1995883,Are all voting queues created equal?,Muer Yang;Michael J. Fry;W. David Kelton
1995884,Sequential metamodelling with genetic programming and particle swarms,Birkan Can;Cathal Heavey
1995885,Buffer capacity allocation using ant colony optimisation algorithm,Ivan V. Vitanov;Valentin I. Vitanov;David K. Harrison
1995887,SessionSim: activity-based session generation for network simulation,Lukas Kroc;Stephan Eidenbenz;James P. Smith
1995888,Priority-based routing with strict deadlines and server flexibility under uncertainty,Hoda Parvin;Abhijit Bose;Mark P. Van Oyen
1995889,Simulation of large wireless sensor networks using Cell-DEVS,Blerim Qela;Gabriel Wainer;Hussein Mouftah
199589,Raising the awareness of ethics in IT students: further development of the teaching model,Geoffrey Dick
1995891,"Beyond Ph.D. - what next?: publishing, networking and research trade-offs in relation to planning your career",Alexander Verbraeck
199590,Computer ethics: a capstone course,Theresia G. Fisher;Adel M. Abunawass
199591,A social implications of computing course which “teaches” computer ethics,Sylvia Clark Pulliam
199592,Computers as tools,Inger V. Eriksson
199593,"Ethics is the driver, Mosaic is the vehicle, and network instruction is the precious cargo",Marsha Woodbury;John Schmitz
199594,Progress towards a world-wide code of conduct,John A. N. Lee;Jacques Berleur
199595,EPER ethics,Carol J. Orwant
199596,Why electronic mail is inherently private,Sarah Granger
199597,Ethics in electronic image manipulation,John Weckert;Douglas Adeney
199598,Ethical accountability in the cyberspace,K. L. Nance;M. Strohmaier
199599,Integrating ethical topics in a traditional computer science course,Lonny B. Winrich
199600,Computer ethics and tertiary level education in Hong Kong,Eva Y. W. Wong;Robert M. Davison;Patricia W. Wade
199601,Plagiarism in computer science courses,James K. Harris
199602,Information age organization: no new ethics need apply,Arthur Zucker
199603,Industrial age to information age organizations: changing business ethic,John E. Stinson
199604,Ensuring ethical behavior in organizations,Richard G. Milter
1996041,Measuring the effectiveness of infrastructure-level detection of large-scale botnets,Yuanyuan Zeng;Guanhua Yan;Stephan Eidenbenz;Kang G. Shin
1996042,Identity attack and anonymity protection for P2P-VoD systems,Mengwei Lu;Patrick P. C. Lee;John C. S. Lui
1996043,Rake: semantics assisted network-based tracing framework,Yao Zhao;Yinzhi Cao;Yan Chen;Ming Zhang;Anup Goyal
1996045,"Multi-tiered, burstiness-aware bandwidth estimation and scheduling for VBR video flows",Ritesh Kalle;UmaMaheswari C. Devi;Shivkumar Kalyanaraman
1996046,Peer-assisted online games with social reciprocity,Zhi Wang;Chuan Wu;Lifeng Sun;Shiqiang Yang
1996047,On long-term social relationships in peer-to-peer systems,Haiyang Wang;Feng Wang;Jiangchuan Liu
1996048,A theoretical framework for developing distributed admissions control over delay-sensitive media flows,Jun Liu
199605,User assumptions about information retrieval systems: ethical concerns,Thomas J. Froehlich
1996050,Solve tree setup-break problem and minimize control overhead in delay-bounded distributed wireless multicast QoS routing,Ying-Hsin Liang;Ben-Jye Chang;Yan-Min Lin
1996051,Trajectory-assisted delay-bounded routing with moving receivers in vehicular ad-hoc networks,Xiaojun Feng;Jin Zhang;Qian Zhang
1996052,Charging ratio model for quality-based VoIP charging mechanism,Younchan Jung;Al Ann Ibanez
1996053,Initial CWND determination method for fast startup TCP algorithms,Shohei Kodama;Masayoshi Shimamura;Katsuyoshi Iida
1996054,Minimizing energy cost for internet-scale datacenters with dynamic traffic,Dan Xu;Xin Liu;Bin Fan
1996055,TCAM-based DFA deflation: a novel approach to fast and scalable regular expression matching,Kunyang Peng;Qunfeng Dong;Min Chen
1996056,An MDP-based admission control for a QoS-aware service-oriented system,Marco Abundo;Valeria Cardellini;Francesco Lo Presti
1996057,Architecture and algorithms for virtual routers as a service,Zdravko Bozakov
1996058,MPCT: minimum protection cost tree for IP fast reroute using tunnel,Mingwei Xu;Qing Li;Lingtao Pan;Qi Li
1996059,Distributed learning approach for channel selection in cognitive radio networks,Chowdhury Sayeed Hyder;Li Xiao
199606,Moral distancing and the use of information technologies: the seven temptations,Richard Rubin
1996060,On traffic characteristics and user experience of Skype video call,Jing Zhu
1996061,QoS routing algorithms using fully polynomial time approximation scheme,Jun Huang;Yoshiaki Tanaka
1996062,"Delay based feedback, transport protocols and small buffers",Praveen Raja;Gaurav Raina
1996063,Performance evaluation of H264/SVC streaming system featuring real-time in-network adaptation,Nikolaos Zotos;Georgios Xilouris;Daniele Renzi;Beilu Shao;Anastasios Kourtis
1996064,QoS policy verification for DiffServ networks,Taghrid Samak;Adel El-Atawy;Ehab Al-Shaer
1996065,An application-level solution for the TCP-incast problem in data center networks,Maxim Podlesny;Carey Williamson
1996066,PriceMyRoute: a competitive pricing strategy for internet connectivity service providers,Sreejith Rajkumar;Parameswaran Ramanathan
1996067,Thwarting spam over internet telephony (SPIT) attacks on VoIP networks,Hemant Sengar;Xinyuan Wang;Art Nichols
1996068,Future internet video multicasting with essentially perfect resource utilization and QoS guarantees,T. H. Szymanski
1996069,Applying stochastic network calculus to 802.11 backlog and delay analysis,Yue Wang;Tianmei Wang
199607,Making decisions in real-time and hard times,Martha Montague Smith
1996070,Detecting shared congestion paths based on PCA,Lidong Yu;Changyou Xing;Huali Bai;Ming Chen;Mingwei Xu
1996072,Adaptive data-driven service integrity attestation for multi-tenant cloud systems,Juan Du;Nidhi Shah;Xiaohui Gu
1996073,PERFUME: power and performance guarantee with fuzzy MIMO control in virtualized servers,Palden Lama;Xiaobo Zhou
1996074,DynaQoS: model-free self-tuning fuzzy control of virtualized resources for QoS provisioning,Jia Rao;Yudi Wei;Jiayu Gong;Cheng-Zhong Xu
1996075,OLIC: online information compression for scalable hosting infrastructure monitoring,Yongmin Tan;Vinay Venkatesh;Xiaohui Gu
1996077,Dexferizer: a service for data transfer optimization,Ercan Ucan;Timothy Roscoe
1996078,Auto-scaling emergency call centres using cloud resources to handle disasters,Srikumar Venugopal;Han Li;Pradeep Ray
1996079,Advanced quality-of-service signaling for IP multicast,Roland Bless;Martin Röhricht
199608,Electronic management: exploring its impact on small business,Edward D. Bewayo
1996081,Measuring and enhancing the social connectivity of UGC video systems: a case study of YouKu,Zhenyu Li;Rong Gu;Gaogang Xie
1996082,Mitigating interference in a network measurement service,Sriharsha Gangam;Sonia Fahmy
1996083,Restoration measurements on an IP/MPLS backbone: the effect of fast reroute on link failure,Gomathi Ramachandran;Len Ciavattone;Al Morton
1996085,Multi-channel reliability and spectrum usage in real homes: empirical studies for home-area sensor networks,Mo Sha;Gregory Hackmann;Chenyang Lu
1996086,Utilizing elevator for wireless sensor data collection in high-rise structure monitoring,Feng Wang;Dan Wang;Jiangchuan Liu
1996087,Evaluating coverage quality through best covered pathes in wireless sensor networks,ShaoJie Tang;XuFei Mao;Xiang-Yang Li;Guojun Dai
1996089,Leveraging statistical multiplexing gains in single- and multi-hop networks,Amr Rizk;Markus Fidler
199609,Combating computer crimes: a long term strategy,Joseph M. Kizza
1996090,Designing efficient codes for synchronization error channels,Hao Wang;Bill Lin
1996091,On the performance of TCP over throughput-optimal CSMA,Wei Chen;Yue Wang;Minghua Chen;Soung Chang Liew
199610,Computer ethics education: impact from societal norms,Gregory B. White;Udo W. Pooch
199611,Responsibility for unreliable software,Nancy J. Wahl
199612,Standards for certifying computer technicians professionals,Donald Gotterbarn
1996123,Open computing infrastructures for elastic services: contrail approach,Christine Morin
1996124,Shadowfax: scaling in heterogeneous cluster systems via GPGPU assemblies,Alexander M. Merritt;Vishakha Gupta;Abhishek Verma;Ada Gavrilovska;Karsten Schwan
1996125,Reactive consolidation of virtual machines enabled by postcopy live migration,Takahiro Hirofuchi;Hidemoto Nakada;Satoshi Itoh;Satoshi Sekiguchi
1996127,Challenges in supporting virtual infrastructures in the cloud,Dongyan Xu
1996128,Performance of SAP ERP with memory virtualization using IBM active memory expansion as an example,André Bögelsack;Marcus Homann;Holger Wittges;Helmut Krcmar
1996129,Practical cloud evaluation from a nordic eScience user perspective,Åke Edlund;Maarten Koopmans;Zeeshan Ali Shah;Ilja Livenson;Frederik Orellana;Jukka Kommeri;Miika Tuisku;Pekka Lehtovuori;Klaus Marius Hansen;Helmut Neukirchen;Ebba Hvannberg
199613,CyberEthics,John L. Fodor
199614,Do disk drives dream of buffer cache hits?,Alan Holt
199615,A call for responsibility in ethical issues for IS professionals,C. William Palmiter
199616,Cultural perspectives of computer security,Jacqueline E. C. Wyatt;Patricia H. Farrar
1996485,The measurability and predictability of user experience,Effie Lai-Chong Law
1996488,A model-based approach for distributed user interfaces,Jérémie Melchior;Jean Vanderdonckt;Peter Van Roy
1996490,A model-based approach for supporting engineering usability evaluation of interaction techniques,Philippe Palanque;Eric Barboni;Célia Martinie;David Navarre;Marco Winckler
1996491,CAP3: context-sensitive abstract user interface specification,Jan Van den Bergh;Kris Luyten;Karin Coninx
1996492,Automated generation of device-specific WIMP UIs: weaving of structural and behavioral models,David Raneburger;Roman Popp;Hermann Kaindl;Jürgen Falb;Dominik Ertl
1996493,W 5 : a meta-model for pen-and-paper interaction,Felix Heinrichs;Daniel Schreiber;Jochen Huber;Max Mühlhäuser
1996495,Model-based training: an approach supporting operability of critical interactive systems,Célia Martinie;Philippe Palanque;David Navarre;Marco Winckler;Erwann Poupart
1996496,MACS: combination of a formal mixed interaction model with an informal creative session,Christophe Bortolaso;Cédric Bach;Emmanuel Dubois
1996497,Buffer automata: a UI architecture prioritising HCI concerns for interactive devices,Harold Thimbleby;Andy Gimblett;Abigail Cauchi
1996498,Formalizing model consistency based on the abstract syntax,Frank Trollmann;Marco Blumendorf;Veit Schwartze;Sahin Albayrak
1996500,Combining aspect-oriented modeling with property-based reasoning to improve user interface adaptation,Arnaud Blouin;Brice Morin;Olivier Beaudoux;Grégory Nain;Patrick Albers;Jean-Marc Jézéquel
1996501,Showing user interface adaptivity by animated transitions,Charles-Eric Dessart;Vivian Genaro Motti;Jean Vanderdonckt
1996502,Engineering JavaScript state persistence of web applications migrating across multiple devices,Federico Bellucci;Giuseppe Ghiani;Fabio Paternò;Carmen Santoro
1996503,"If their car talks to them, shall a kitchen talk too?: cross- context mediation of interaction preferences",Elena Vildjiounaite;Vesa Kyllönen;Jani Mäntyjärvi
1996505,Hayaku: designing and optimizing finely tuned and portable interactive graphics with a graphical compiler,Benjamin Tissoires;Stéphane Conversy
1996506,Specifying and implementing UI data bindings with active operations,Olivier Beaudoux;Arnaud Blouin;Olivier Barais;Jean-Marc Jézéquel
1996507,GUIDE2ux: a GUI design environment for enhancing the user experience.,Jan Meskens;Matthias Loskyll;Marc Sei?ler;Kris Luyten;Karin Coninx;Gerrit Meixner
1996508,GRIP: get better results from interactive prototypes,Jan Van den Bergh;Deepak Sahni;Mieke Haesen;Kris Luyten;Karin Coninx
1996510,PageSpark: an E-magazine reader with enhanced reading experiences on handheld devices,Jiajian Chen;Jun Xiao;Jian Fan;Eamonn O'Brien-Strain
1996511,A research framework for performing user studies and rapid prototyping of intelligent user interfaces under the OpenOffice.org suite,Martin Dostál;Zdenek Eichler
1996512,Tell me your needs: assistance for public transport users,Bernd Ludwig;Martin Hacker;Richard Schaller;Bjoern Zenker;Alexei V. Ivanov;Giuseppe Riccardi
1996513,Multi-user chorded toolkit for multi-touch screens,Ioannis Leftheriotis;Konstantinos Chorianopoulos
1996515,UI-driven test-first development of interactive systems,Judy Bowen;Steve Reeves
1996516,Test case generation from mutated task models,Ana Barbosa;Ana C.R. Paiva;José Creissac Campos
1996518,Rapid development of user interfaces on cluster-driven wall displays with jBricks,Emmanuel Pietriga;Stéphane Huot;Mathieu Nancel;Romain Primet
1996519,SCIVA: designing applications for surface computers,Tobias Hesselmann;Susanne Boll;Wilko Heuten
1996521,End-user development of service-based interactive web applications at the presentation layer,Tobias Nestler;Abdallah Namoun;Alexander Schill
1996522,When the functional composition drives the user interfaces composition: process and formalization,Cédric Joffroy;Benjamin Caramel;Anne-Marie Dery-Pinna;Michel Riveill
1996523,A design pattern mining method for interaction design,Claudia Iacob
1996524,Flippable user interfaces for internationalization,Iyad Khaddam;Jean Vanderdonckt
1996526,Engineering interactive ubiquitous computing systems,Albrecht Schmidt
1996528,An extensible digital ink segmentation and classification framework for natural notetaking,Adriana Ispas;Beat Signer;Moira C. Norrie
1996529,Improving FTIR based multi-touch sensors with IR shadow tracking,Samuel A. Iacolina;Alessandro Soro;Riccardo Scateni
1996530,Towards informed metaphor selection for TUIs,Stefan Oppl;Chris Stary
1996531,Estimating scale using depth from focus for mobile augmented reality,Klen ?opi? Pucihar;Paul Coulton
1996533,BiLL: an experimental environment for visual analytics,Jan Wojdziak;Dietrich Kammer;Ingmar S. Franke;Rainer Groh
1996534,QUIMERA: a quality metamodel to improve design rationale,Alfonso García Frey;Eric Céret;Sophie Dupuy-Chessa;Gaëlle Calvary
1996535,A resource-based framework for interactive composition of multimedia documents,Paolo Bottoni;Riccardo Genzone
1996536,User experience quality in multi-touch tasks,Ioannis Leftheriotis;Konstantinos Chorianopoulos
1996537,TREC: platform-neutral input for mobile augmented reality applications,Jason Kurczak;T.C. Nicholas Graham
1996538,Low-fidelity prototyping of gesture-based applications,Ali Hosseini-Khayat;Teddy Seyed;Chris Burns;Frank Maurer
1996540,Specifying concurrent behavior to evaluate ubiquitous computing environments,René Zilz
1996541,Toward a closer integration of usability in software development: a study of usability inputs in a model-driven engineering process,Carine Lallemand
1996542,Sustainable management of usability information,Ben Heuwing
1996543,Toward a flexible design method sustaining UIs plasticity,Eric Ceret
1996544,Distributed user interfaces in space and time,Jérémie Melchior
1996545,A computational framework for multi-dimensional context-aware adaptation,Vivian Genaro Motti
1996546,Modeling animations for dependable interactive applications,Thomas Mirlacher
1996547,"Identifying, relating, and evaluating design patterns for the design of software for synchronous collaboration",Claudia Iacob
1996548,A model-based approach for gesture interfaces,Lucio Davide Spano
1996550,Designing visual user interfaces for mobile applications,Luca Chittaro
1996552,"Enhancing interaction with supplementary supportive user interfaces (UIs): meta-UIs, mega-UIs, extra-UIs, supra-UIs . . .",Alexandre Demeure;Grzegorz Lehmann;Mathieu Petit;Gaëlle Calvary
1996553,Second workshop on engineering patterns for multi-touch interfaces,Kris Luyten;Davy Vanacken;Malte Weiss;Jan Borchers;Miguel Nacenta
1996554,Model-based interactive ubiquitous systems,Thomas Schlegel;Stefan Pietschmann
1996555,Pattern-driven engineering of interactive computing systems (PEICS),Marc Seissler;Kai Breiner;Gerrit Meixner;Peter Forbrig;Ahmed Seffah;Kerstin Kloeckner
1996556,Engineering interactive computer systems for medicine and healthcare (EICS4Med),Ann Blandford;Giuseppe De Pietro;Luigi Gallo;Andy Gimblett;Patrick Oladimeji;Harold Thimbleby
199694,AAA and CS 1: the applied apprenticeship approach to CS 1,Owen Astrachan;David Reed
199696,A top-down approach to teaching programming,Margaret M. Reek
199698,Teaching computer science concepts and problem solving with a spreadsheet,Mary Veronica Kolesar;Vicki H. Allan
199700,Using expert systems to understand object-oriented behavior,Yonglei Tao
199702,Object-oriented simulation of computer architectures using C++,Richard J. Reid
199704,Removing implementation details from C++ class declarations,Mark R. Headington
199706,DYNALAB: a dynamic computer science laboratory infrastructure featuring program animation (abstract),Michael R. Birch;Christopher M. Boroni;Frances W. Goosey;Samuel D. Patton;David K. Poole;Craig M. Pratt;Rockford J. Ross
199709,Experiencing the codesign process: Microcomputer Systems II laboratory,John K. Estell;Thomas A. Owen
199711,Socket programming in the data communications laboratory,William E. Toll
199713,Using an internal internship to enhance computer science education in a two-year college,Norman Cohen;Wanda Dann
199716,Using undergraduates as teaching assistants in introductory programming courses: an update on the Stanford experience,Eric Roberts;John Lilly;Bryan Rollins
199719,Training computer science teaching assistants: a seminar for new TAs,David G. Kay
199721,Teaching dynamic programming techniques using permutation graphs,Y. Daniel Liang
199724,Solving a problem using cooperating data structures,Ali A. Kooshesh
199726,Achieving a uniform interface for binary tree implementations,Chaya Gurwitz
199728,A laboratory for teaching parallel computing on parallel structures,Lan Jin;Lan Yang
199730,A data-parallel programming library for education (DAPPLE),David Kotz
199732,XDP: a simple library for teaching a distributed programming module,David M. Arnow
199735,Watson: a modular software environment for introductory computer science education,Michael B. O'Neal;Barry L. Kurtz
199738,A goal-oriented approach to laboratory development and implementation,Brenda C. Parker;John D. McGregor
199740,Design and implementation of a generalized problem solving assistant for algorithm development,Barry L. Kurtz;Unmesh S. Mayekar;Michael B. O'Neal
199742,Youngster: a simplified introduction to computing: removing the details so that a child may program,Scott D. Studer;James Taylor;Ken Macie
199744,Computer-related judgements of computer professionals and students,Margaret Anne Pierce;John W. Henry
199746,Latest developments in the “killer robot” computer ethics scenario,Richard Gary Epstein
